Magnetoreception_Candidate,PDB_ID,clash_penalty,gpr_pred,hfcc_primary_mhz,hfcc_secondary_mhz,hfcc_tertiary_mhz,homo_lumo_gap,magnetic_sensitivity_index,mutation_list,n10_spin_density,n5_spin_density,pdb_id,plddt_mean,pred_final,quantum_polarizability,scs,st_gap,triad_score,true_Em
False,,,-299.8804814134229,,,,0.0320509070253625,8.658738140545895e-31,,7.77273411134191e-32,1.3874111240022827e-31,1AHN,,-299.8804814134229,0.5806451612903226,,0.0320509070253625,,-343.5
False,,,-283.5537784329684,,,,,,,,,1AKR,,-283.5537784329684,,,,,-310.5
False,,,-262.61910406827536,,,,,,,,,1AKT,,-262.61910406827536,,,,,-297.5
False,,,-291.826206136249,,,,,,,,,1AKW,,-291.826206136249,,,,,-320.0
False,,,-280.6840618608816,,,,,,,,,1AZL,,-280.6840618608816,,,,,-316.0
False,,,-187.1166963810259,,,,,,,,,1B1C,,-187.1166963810259,,,,,-167.5
False,,,-187.1166963810259,,,,,,,,,1B1C,,-187.1166963810259,,,,,-167.5
False,,,-187.1166963810259,,,,,,,,,1B1C,,-187.9332076745053,,,,,-187.5
False,,,-187.1166963810259,,,,,,,,,1B1C,,-187.9332076745053,,,,,-192.0
False,,,-161.90776150830487,,,,0.0157868913493364,2.8630724426150604e-27,,7.156473450056587e-28,1.2076564810635059e-31,1B4V,,-161.90776150830487,0.3092783505154639,,0.0157868913493364,,-131.0
False,,,-161.90776150830487,,,,0.0157868913493364,2.8630724426150604e-27,,7.156473450056587e-28,1.2076564810635059e-31,1B4V,,-161.90776150830487,0.3092783505154639,,0.0157868913493364,,-73.0
False,,,-134.71113398487813,,,,0.0281996339241281,1.5998174829230444e-30,,3.212050498507904e-32,3.678338657456821e-31,1BUC,,-134.71113398487813,0.5113636363636364,,0.0281996339241281,,-79.0
False,,,-213.1936325242877,,,,,,,,,1BVY,,-213.1936325242877,,,,,-203.0
False,,,-178.54431752552532,,,,0.0068560309300402,3.999999999999999,,0.4999999999999996,0.5,1C0L,,-178.54431752552532,0.0,,0.0068560309300402,,-53.0
False,,,-178.54431752552532,,,,0.0068560309300402,3.999999999999999,,0.4999999999999996,0.5,1C0L,,-178.54431752552532,0.0,,0.0068560309300402,,-87.0
False,,,-178.54431752552532,,,,0.0068560309300402,3.999999999999999,,0.4999999999999996,0.5,1C0L,,-178.54431752552532,0.0,,0.0068560309300402,,-109.0
False,,,-178.54431752552532,,,,0.0068560309300402,3.999999999999999,,0.4999999999999996,0.5,1C0L,,-178.54431752552532,0.0,,0.0068560309300402,,-123.0
False,,,-265.23442716176226,,,,,,,,,1C7E,,-265.23442716176226,,,,,-302.5
False,,,-262.0414436033738,,,,,,,,,1C7F,,-262.0414436033738,,,,,-302.5
False,,,-325.8918252472158,,,,0.0170990680282561,7.613725932500981e-27,,1.9034013426632078e-27,3.0140462037665476e-32,1CF3,,-325.8918252472158,0.335195530726257,,0.0170990680282561,,-64.0
False,,,-182.03116896399217,,,,0.0173122980069463,3.810209803593624e-27,,2.6834528667207208e-28,6.842071642263337e-28,1CNE,,-182.03116896399217,0.3389830508474575,,0.0173122980069463,,-230.0
False,,,-291.0823418914316,,,,,,,,,1CZH,,-291.0823418914316,,,,,-321.5
False,,,-304.69582820366315,,,,,,,,,1CZK,,-304.69582820366315,,,,,-313.5
False,,,-297.40525521132486,,,,,,,,,1CZL,,-297.40525521132486,,,,,-332.0
False,,,-291.0823418914316,,,,,,,,,1CZO,,-291.0823418914316,,,,,-321.5
False,,,-304.69582820366315,,,,,,,,,1CZR,,-304.69582820366315,,,,,-303.5
False,,,-304.69582820366315,,,,,,,,,1CZU,,-304.69582820366315,,,,,-331.5
False,,,-275.1688529200181,,,,0.01846924093495,2.5206274640165725e-27,,6.300347677183698e-28,1.2209828577332535e-31,1D03,,-275.1688529200181,0.36144578313253,,0.01846924093495,,-321.5
False,,,-325.8918252472158,,,,,,,,,1D04,,-325.8918252472158,,,,,-332.0
False,,,-131.2254926499597,,,,0.0043602574491718,1.858209113555889e-31,,2.716591173741556e-32,1.9289316101481688e-32,1E0Y,,-135.05179717658933,0.1675977653631285,,0.0043602574491718,,31.0
False,,,-178.54431752552532,,,,,,,,,1EVI,,-180.4668187055897,,,,,-200.0
False,,,-264.97283198494785,,,,,,,,,1F4P,,-264.97283198494785,,,,,-302.0
False,,,-248.4335881872753,,,,,,,,,1F6M,,-248.4335881872753,,,,,-270.0
False,,,-233.3729406833268,,,,,,,,,1F8W,,-233.3729406833268,,,,,-261.0
False,,,-257.65012291081933,,,,,,,,,1FDR,,-257.65012291081933,,,,,-288.0
False,,,-246.6660592996008,,,,,,,,,1FLA,,-246.6660592996008,,,,,-267.0
False,,,-261.31147793291734,,,,,,,,,1FLD,,-261.31147793291734,,,,,-295.0
False,,,-241.67569601007693,,,,,,,,,1FLN,,-241.67569601007693,,,,,-257.5
False,,,-291.62733983914995,,,,0.0304784133020519,4.398768430756669e-31,,1.2203636182803698e-32,9.776557458611304e-32,1FLV,,-291.62733983914995,0.5521472392638036,,0.0304784133020519,,-352.5
False,,,-325.8918252472158,,,,0.0170990680282561,7.613725932500981e-27,,1.9034013426632078e-27,3.0140462037665476e-32,1FNB,,-325.8918252472158,0.335195530726257,,0.0170990680282561,,-380.0
False,,,-325.8918252472158,,,,0.0170990680282561,7.613725932500981e-27,,1.9034013426632078e-27,3.0140462037665476e-32,1FNB,,-325.8918252472158,0.335195530726257,,0.0170990680282561,,-342.5
False,,,-248.0383265797529,,,,,,,,,1FVX,,-248.0383265797529,,,,,-267.0
False,,,-262.0414436033738,,,,,,,,,1FX1,,-262.0414436033738,,,,,-265.0
False,,,-262.0414436033738,,,,,,,,,1FX1,,-262.0414436033738,,,,,-291.5
False,,,-325.8918252472158,,,,0.0170990680282561,7.613725932500981e-27,,1.9034013426632078e-27,3.0140462037665476e-32,1GJR,,-325.8918252472158,0.335195530726257,,0.0170990680282561,,-344.0
False,,,-325.8918252472158,,,,0.0170990680282561,7.613725932500981e-27,,1.9034013426632078e-27,3.0140462037665476e-32,1GJR,,-325.8918252472158,0.335195530726257,,0.0170990680282561,,-317.0
False,,,-325.8918252472158,,,,0.0170990680282561,7.613725932500981e-27,,1.9034013426632078e-27,3.0140462037665476e-32,1GJR,,-325.8918252472158,0.335195530726257,,0.0170990680282561,,-376.0
False,,,-229.5511815654297,,,,0.0044128350977354,1.985640092268956e-31,,4.013529911496378e-32,9.505703191760114e-33,1HUV,,-229.5511815654297,0.1714285714285714,,0.0044128350977354,,-91.0
False,,,-229.5511815654297,,,,0.0044128350977354,1.985640092268956e-31,,4.013529911496378e-32,9.505703191760114e-33,1HUV,,-229.5511815654297,0.1714285714285714,,0.0044128350977354,,-91.0
False,,,-262.0414436033738,,,,,,,,,1I1O,,-262.0414436033738,,,,,-223.5
False,,,-161.90776150830487,,,,0.0157868913493364,2.8630724426150604e-27,,7.156473450056587e-28,1.2076564810635059e-31,1IJH,,-161.90776150830487,0.3092783505154639,,0.0157868913493364,,-354.0
False,,,-192.26865947325345,,,,,,,,,1IUW,,-192.26865947325345,,,,,-163.0
False,,,-271.1637764069808,,,,,,,,,1J8Q,,-271.1637764069808,,,,,-291.5
False,,,-271.1637764069808,,,,,,,,,1J8Q,,-271.1637764069808,,,,,-293.5
False,,,-211.6216658733321,,,,,,,,,1JR8,,-211.6216658733321,,,,,-200.0
False,,,-135.7793195956994,,,,0.0213054883115365,7.74375677892987e-28,,2.15607012414554e-31,1.933783124608321e-28,1KF6,,-135.7793195956994,0.3703703703703704,,0.0213054883115365,,-55.0
False,,,-178.54431752552532,,,,,,,,,1KIF,,-180.4668187055897,,,,,-185.0
False,,,-178.54431752552532,,,,,,,,,1KIF,,-178.54431752552532,,,,,-151.0
False,,,-124.31679533782192,,,,0.0049272015765067,1.7649880670301664e-26,,2.082138732091601e-27,2.3303314354838147e-27,1LDC,,-124.31679533782192,0.1910828025477707,,0.0049272015765067,,-68.0
False,,,-124.31679533782192,,,,,,,,,1LTD,,-124.31679533782192,,,,,-90.0
False,,,-161.90776150830487,,,,0.0157868913493364,2.8630724426150604e-27,,7.156473450056587e-28,1.2076564810635059e-31,1N1P,,-161.90776150830487,0.3092783505154639,,0.0157868913493364,,-73.0
